y_test,y_pred
1.949799878,1.852496155943996
1.964094318,1.7039828116680016
1.816846536,1.6780216483340031
1.804648441,1.8693665135459974
1.332062925,1.5874958791800042
1.611842572,1.6901736555160054
1.890200218,1.667291072056005
1.794099225,1.8645651776599999
1.905834461,1.6826912500159978
1.602362763,1.6845892140179988
1.860001667,1.8847025079780035
1.769354902,1.8232409413700006
1.778458995,1.7409665477379972
1.982027551,1.7661421733659992
1.167791711,1.2690338401039987
1.394675454,1.786796308278
1.601329781,1.568497562108
1.934696492,1.8430336669299971
1.886048638,1.7320506992200058
1.948977088,1.867141701014005
1.787436077,1.6537941472299966
1.520099878,1.7709194447659988
1.92276911,1.664863402038
1.797491501,1.730528881043998
1.431470471,1.6107180559100052
1.833722756,1.7450144862220025
1.395596589,1.7805438136379994
0.706420602,1.582121888705997
1.788519332,1.747810929332002
1.778271942,1.682072183382003
1.930980003,1.7028172130580057
1.626218387,1.5342297467419992
1.891410342,1.784050977404003
1.864650913,1.8490007523399965
1.548407696,1.8086641239379972
1.313322773,1.837926545955999
1.81472872,1.837251304872
1.335762207,1.3740717552439974
1.966173261,1.6802242780980026
1.184805251,1.3065839757079962
1.953587866,1.832718967008001
1.984729065,1.8302505392699993
1.748060142,1.705351106326002
1.792617332,1.8610462269120047
1.603479951,1.6069714788979992
1.563527561,1.5835342988180028
1.679971773,1.6395202584080022
1.784210819,1.674462581541994
1.742556626,1.6292878855919966
1.499181903,1.7857013826720003
1.696929142,1.8409421412760025
1.409666361,1.7586211823740026
1.143406374,1.753559917556
1.809320896,1.8707618249860012
1.708824523,1.6870641460539995
1.712208355,1.887339073593998
1.458573976,1.7250867507339969
1.669877183,1.6787829774759937
1.634440796,1.7768582521219962
1.882855674,1.7733519245279978
1.779585546,1.8396513745759948
0.96179387,1.2778113912499955
1.968941241,1.7809890551619991
1.72891327,1.866436221440003
1.972424507,1.718824070261997
1.788676416,1.8584698108639957
1.950783651,1.6528522041199967
1.462967873,1.466726228949994
1.747844896,1.6309697876000013
1.889932258,1.7885977252259986
1.545778471,1.8001299962399986
1.9526185,1.5779576609960007
1.979142246,1.847138288993999
1.946037723,1.7966266356980058
1.557277861,1.7537804578239997
1.607004138,1.6533744053559962
1.993126495,1.8474532156420007
1.886384234,1.697206639232001
1.998333668,1.9064270481579992
1.496545603,1.8783085433320017
1.690126409,1.8475942884600027
1.241022447,1.7590582779260011
1.916843456,1.8985943823119962
1.856058204,1.7782707330860017
1.978887254,1.7700298117840008
1.95717618,1.7140619966359962
1.924738097,1.9103262624339958
1.902124671,1.866845995103999
1.92505594,1.8654449271920022
1.524213206,1.516129225230001
1.866359197,1.7627310476779996
1.98998922,1.756517870004
1.894557094,1.7058774532460004
1.966953015,1.8719433632019982
1.972478235,1.7264744946900001
1.879407843,1.7955037631800015
1.902439101,1.878540709802002
1.867074141,1.7202795065460017
1.81488295,1.6488007443539996
1.526688814,1.2491273231559974
1.518239007,1.6829128036879966
1.973263672,1.8355558306100028
1.823300317,1.8242601106680045
1.707475526,1.8071281787519977
1.939224963,1.8806360279980021
1.956962996,1.7259929815300017
1.946412596,1.8771558508999995
